timesteps,episodes,mean_return,policy_loss,predictor_mse,last_step_mse,entropy,value_diff_std,update_time
2059,100,20.59,0.03714662045240402,0.542376697063446,0.5756546757256729,0.678812563419342,0.17882120609283447,0.06257009506225586
4148,200,20.89,0.021592911332845688,0.5215549468994141,0.8820890238935438,0.6886958479881287,0.17987392842769623,0.06478571891784668
6331,300,21.83,-0.022403966635465622,1.3116543292999268,0.92113065396746,0.6917738318443298,0.18058566749095917,0.07934856414794922
9066,400,27.35,-0.05219659581780434,0.7667309641838074,0.7096590519785726,0.6847021579742432,0.21843460202217102,0.0714111328125
12074,500,30.08,-0.0678010880947113,0.8984022736549377,0.723349157270665,0.6738489270210266,0.2685668468475342,0.0792241096496582
15277,600,32.03,-0.08795899897813797,0.8236778378486633,0.43138775900782395,0.6638519167900085,0.3577724099159241,0.08355975151062012
18963,700,36.86,-0.08437848091125488,0.7350815534591675,0.4911526691168547,0.6535385847091675,0.2531290352344513,0.086212158203125
23443,800,44.8,-0.11662741005420685,0.6057542562484741,0.43844607363765437,0.6309753656387329,0.28033581376075745,0.0911703109741211
28686,900,52.43,-0.1147456243634224,0.48228320479393005,0.2864619572957357,0.6201232671737671,0.26668694615364075,0.10071849822998047
34392,1000,57.06,-0.08866390585899353,0.3577965199947357,0.21175691960828166,0.6164345741271973,0.2539424002170563,0.08700728416442871
40549,1100,61.57,-0.09732101112604141,0.34842196106910706,0.2823048144966985,0.5974793434143066,0.2846405506134033,0.1977379322052002
46846,1200,62.97,-0.035322610288858414,0.3776756823062897,0.1633905492904887,0.5998983979225159,0.23835259675979614,0.1610417366027832
54005,1300,71.59,-0.033071957528591156,0.3162837326526642,0.2578094032360241,0.5971952080726624,0.2038692831993103,0.12292981147766113
62801,1400,87.96,-0.040211271494627,0.5142696499824524,0.49622612570237834,0.5876402258872986,0.15040633082389832,0.2477269172668457
72281,1500,94.8,-0.07077040523290634,0.39125046133995056,0.2825922303939175,0.5809234976768494,0.1730024516582489,0.20119166374206543
84090,1600,118.09,-0.028569413349032402,0.38567838072776794,0.32635947900513806,0.5886735320091248,0.18188123404979706,0.33368349075317383
96886,1700,127.96,-0.016739141196012497,0.3019857406616211,0.41216875376800693,0.5817397832870483,0.1644095778465271,0.2969391345977783
110221,1800,133.35,-0.02434328943490982,1.0430067777633667,1.9595291867852211,0.5777623653411865,0.19744685292243958,0.5890977382659912
125469,1900,152.48,-0.043054454028606415,1.3022242784500122,2.414079701465865,0.5688335299491882,0.19175903499126434,0.8744854927062988
137900,2000,124.31,-0.0139326062053442,1.4211732149124146,1.0891432478480663,0.5588581562042236,0.1600048542022705,1.0901637077331543
152660,2100,147.6,-0.029186559841036797,0.925319254398346,0.720657354965806,0.5681930780410767,0.1433122605085373,0.9920926094055176
168642,2200,159.82,-0.012566691264510155,1.1367477178573608,0.5455670365442832,0.5658429861068726,0.16327138245105743,0.5666916370391846
181729,2300,130.87,-0.01850132830440998,1.3601901531219482,0.7427437330285708,0.5719825029373169,0.1689825803041458,0.6472249031066895
191417,2400,96.88,-0.02276255004107952,0.9064645171165466,0.46555292287812333,0.5579692125320435,0.22120414674282074,0.6336557865142822
197538,2500,61.21,-0.02369070239365101,0.6649715900421143,0.2133810572947065,0.5574719905853271,0.21720001101493835,0.42308855056762695
